start	strand	target_basepairing_propensity
1540	+	0.731
1541	+	0.716
1542	+	0.6945
1543	+	0.7045
1544	+	0.699
1545	+	0.6885
1546	+	0.719
1547	+	0.7095
1548	+	0.6955
1549	+	0.682
1550	+	0.6525
1551	+	0.6525
1552	+	0.64
1553	+	0.6275
1554	+	0.6145
1555	+	0.6135
1556	+	0.584
1557	+	0.5735
1558	+	0.5645
1559	+	0.556
1560	+	0.538
1561	+	0.5445
1562	+	0.5585
1563	+	0.5755
1564	+	0.5695
1565	+	0.591
1566	+	0.595
1567	+	0.62
1568	+	0.6445
1569	+	0.6605
1570	+	0.6925
1571	+	0.7025
1572	+	0.7125
1573	+	0.718
1574	+	0.6905
1575	+	0.6525
1576	+	0.647
1577	+	0.621
1578	+	0.613
1579	+	0.608
1580	+	0.626
1581	+	0.6415
1582	+	0.6415
1583	+	0.602
1584	+	0.5755
1585	+	0.532
1586	+	0.4955
1587	+	0.452
1588	+	0.4565
1589	+	0.458
1590	+	0.4535
1591	+	0.444
1592	+	0.4375
1593	+	0.4365
1594	+	0.478
1595	+	0.518
1596	+	0.5545
1597	+	0.5895
1598	+	0.63
1599	+	0.6545
1600	+	0.623
1601	+	0.606
1602	+	0.5795
1603	+	0.577
1604	+	0.5745
1605	+	0.5805
1606	+	0.619
1607	+	0.651
1608	+	0.6515
1609	+	0.6275
1610	+	0.596
1611	+	0.5645
1612	+	0.5245
1613	+	0.4955
1614	+	0.4575
1615	+	0.45
1616	+	0.433
1617	+	0.4205
1618	+	0.407
1619	+	0.4075
1620	+	0.426
1621	+	0.4335
1622	+	0.4605
1623	+	0.5085
1624	+	0.5565
1625	+	0.557
1626	+	0.5595
1627	+	0.569
1628	+	0.535
1629	+	0.563
1630	+	0.5935
1631	+	0.5925
1632	+	0.5955
1633	+	0.5845
1634	+	0.5735
1635	+	0.57
1636	+	0.579
1637	+	0.553
1638	+	0.5645
1639	+	0.5765
1640	+	0.5545
1641	+	0.5665
1642	+	0.568
1643	+	0.5615
1644	+	0.5535
1645	+	0.5915
1646	+	0.594
1647	+	0.595
1648	+	0.596
1649	+	0.561
1650	+	0.532
1651	+	0.5445
1652	+	0.561
1653	+	0.5805
1654	+	0.5855
1655	+	0.5525
1656	+	0.515
1657	+	0.551
1658	+	0.548
1659	+	0.5465
1660	+	0.582
1661	+	0.578
1662	+	0.5775
1663	+	0.5745
1664	+	0.576
1665	+	0.533
1666	+	0.534
1667	+	0.537
1668	+	0.577
1669	+	0.617
1670	+	0.609
1671	+	0.5935
1672	+	0.574
1673	+	0.5545
1674	+	0.552
1675	+	0.5495
1676	+	0.5925
1677	+	0.597
1678	+	0.6025
1679	+	0.6045
1680	+	0.6025
1681	+	0.6035
1682	+	0.61
1683	+	0.6205
1684	+	0.627
1685	+	0.671
1686	+	0.672
1687	+	0.6585
1688	+	0.6235
1689	+	0.5755
1690	+	0.5925
1691	+	0.5965
1692	+	0.6395
1693	+	0.684
1694	+	0.723
1695	+	0.763
1696	+	0.759
1697	+	0.755
1698	+	0.755
1699	+	0.757
1700	+	0.76
1701	+	0.7225
1702	+	0.676
1703	+	0.632
1704	+	0.589
1705	+	0.5885
1706	+	0.588
1707	+	0.5985
1708	+	0.6275
1709	+	0.6705
1710	+	0.697
1711	+	0.7365
1712	+	0.7365
1713	+	0.7335
1714	+	0.6945
1715	+	0.6715
1716	+	0.6365
1717	+	0.61
1718	+	0.568
1719	+	0.5375
1720	+	0.506
1721	+	0.516
1722	+	0.5365
1723	+	0.5575
1724	+	0.598
1725	+	0.597
1726	+	0.59
1727	+	0.585
1728	+	0.5865
1729	+	0.588
1730	+	0.588
1731	+	0.5845
1732	+	0.552
1733	+	0.521
1734	+	0.53
1735	+	0.514
1736	+	0.51
1737	+	0.506
1738	+	0.5175
1739	+	0.5095
1740	+	0.537
1741	+	0.5685
1742	+	0.5915
1743	+	0.6055
1744	+	0.6
1745	+	0.5925
1746	+	0.581
1747	+	0.5695
1748	+	0.5255
1749	+	0.481
1750	+	0.4365
1751	+	0.3965
1752	+	0.389
1753	+	0.406
1754	+	0.4315
1755	+	0.465
1756	+	0.4735
1757	+	0.4735
1758	+	0.4695
1759	+	0.502
1760	+	0.4935
1761	+	0.4895
1762	+	0.4865
1763	+	0.447
1764	+	0.4075
1765	+	0.3695
1766	+	0.388
1767	+	0.4065
1768	+	0.4535
1769	+	0.5005
1770	+	0.548
1771	+	0.5955
1772	+	0.5995
1773	+	0.5725
1774	+	0.5355
1775	+	0.4985
1776	+	0.5265
1777	+	0.5545
1778	+	0.5845
1779	+	0.5845
1780	+	0.5895
1781	+	0.587
1782	+	0.545
1783	+	0.544
1784	+	0.543
1785	+	0.5835
1786	+	0.5795
1787	+	0.574
1788	+	0.564
1789	+	0.52
1790	+	0.4755
1791	+	0.4595
1792	+	0.487
1793	+	0.5265
1794	+	0.5335
1795	+	0.5335
1796	+	0.5005
1797	+	0.468
1798	+	0.435
1799	+	0.395
1800	+	0.372
1801	+	0.3565
1802	+	0.3755
1803	+	0.391
1804	+	0.424
1805	+	0.419
1806	+	0.398
1807	+	0.376
1808	+	0.36
1809	+	0.378
1810	+	0.3845
1811	+	0.3625
1812	+	0.3495
1813	+	0.341
1814	+	0.3655
1815	+	0.397
1816	+	0.436
1817	+	0.475
1818	+	0.513
1819	+	0.516
1820	+	0.4985
1821	+	0.4725
1822	+	0.456
1823	+	0.449
1824	+	0.4245
1825	+	0.392
1826	+	0.3735
1827	+	0.3805
1828	+	0.382
1829	+	0.4105
1830	+	0.45
1831	+	0.49
1832	+	0.518
1833	+	0.5355
1834	+	0.5415
1835	+	0.5245
1836	+	0.522
1837	+	0.513
1838	+	0.514
1839	+	0.5525
1840	+	0.601
1841	+	0.6495
1842	+	0.6945
1843	+	0.727
1844	+	0.7665
1845	+	0.7715
1846	+	0.7765
1847	+	0.791
1848	+	0.8095
1849	+	0.8085
1850	+	0.808
1851	+	0.7585
1852	+	0.711
1853	+	0.664
1854	+	0.632
1855	+	0.6625
1856	+	0.666
1857	+	0.6735
1858	+	0.667
1859	+	0.627
1860	+	0.6225
1861	+	0.6225
1862	+	0.6215
1863	+	0.629
1864	+	0.621
1865	+	0.616
1866	+	0.6155
1867	+	0.6135
1868	+	0.6155
1869	+	0.616
1870	+	0.613
1871	+	0.6585
1872	+	0.704
1873	+	0.7505
1874	+	0.7845
1875	+	0.78
1876	+	0.773
1877	+	0.7465
1878	+	0.7155
1879	+	0.719
1880	+	0.691
1881	+	0.6675
1882	+	0.6285
1883	+	0.595
1884	+	0.57
1885	+	0.5755
1886	+	0.5765
1887	+	0.544
1888	+	0.517
1889	+	0.4945
1890	+	0.4755
1891	+	0.4445
1892	+	0.3975
1893	+	0.3495
1894	+	0.3155
1895	+	0.3065
1896	+	0.302
1897	+	0.2965
1898	+	0.306
1899	+	0.3345
1900	+	0.3485
1901	+	0.354
1902	+	0.3875
1903	+	0.417
1904	+	0.4465
1905	+	0.473
1906	+	0.4995
1907	+	0.529
1908	+	0.549
1909	+	0.5615
1910	+	0.565
1911	+	0.562
1912	+	0.598
1913	+	0.6335
1914	+	0.6435
1915	+	0.6205
1916	+	0.5935
1917	+	0.592
1918	+	0.5835
1919	+	0.5595
1920	+	0.568
1921	+	0.581
1922	+	0.5535
1923	+	0.559
1924	+	0.5615
1925	+	0.5715
1926	+	0.535
1927	+	0.5415
1928	+	0.548
1929	+	0.552
1930	+	0.565
1931	+	0.599
1932	+	0.592
1933	+	0.5585
1934	+	0.5685
1935	+	0.588
1936	+	0.623
1937	+	0.632
1938	+	0.6465
1939	+	0.6815
1940	+	0.691
1941	+	0.6745
1942	+	0.686
1943	+	0.6545
1944	+	0.612
1945	+	0.57
1946	+	0.572
1947	+	0.5305
1948	+	0.4975
1949	+	0.4695
1950	+	0.4445
1951	+	0.4165
1952	+	0.4
1953	+	0.41
1954	+	0.397
1955	+	0.398
1956	+	0.3835
1957	+	0.3975
1958	+	0.4045
1959	+	0.3995
1960	+	0.392
1961	+	0.4105
1962	+	0.4205
1963	+	0.439
1964	+	0.474
1965	+	0.4805
1966	+	0.525
1967	+	0.562
1968	+	0.59
1969	+	0.5875
1970	+	0.618
1971	+	0.6495
1972	+	0.6855
1973	+	0.714
1974	+	0.75
1975	+	0.7345
1976	+	0.752
1977	+	0.7645
1978	+	0.732
1979	+	0.731
1980	+	0.738
1981	+	0.741
1982	+	0.715
1983	+	0.6795
1984	+	0.643
1985	+	0.674
1986	+	0.67
1987	+	0.674
1988	+	0.64
1989	+	0.667
1990	+	0.658
1991	+	0.6475
1992	+	0.635
1993	+	0.633
1994	+	0.6235
1995	+	0.6485
1996	+	0.6075
1997	+	0.597
1998	+	0.646
1999	+	0.653
2000	+	0.6175
2001	+	0.6135
2002	+	0.6355
2003	+	0.667
2004	+	0.694
2005	+	0.6535
2006	+	0.652
2007	+	0.6505
2008	+	0.6855
2009	+	0.6875
2010	+	0.6795
2011	+	0.676
2012	+	0.6465
2013	+	0.6085
2014	+	0.591
2015	+	0.5835
2016	+	0.623
2017	+	0.627
2018	+	0.619
2019	+	0.6045
2020	+	0.6225
2021	+	0.6
2022	+	0.589
2023	+	0.5885
2024	+	0.599
2025	+	0.64
2026	+	0.6415
2027	+	0.643
2028	+	0.646
2029	+	0.638
2030	+	0.643
2031	+	0.645
2032	+	0.652
2033	+	0.6985
2034	+	0.722
2035	+	0.74
2036	+	0.7445
2037	+	0.742
2038	+	0.739
2039	+	0.754
2040	+	0.772
2041	+	0.762
2042	+	0.7515
2043	+	0.7305
2044	+	0.6905
2045	+	0.6485
2046	+	0.646
2047	+	0.646
2048	+	0.6465
2049	+	0.6535
2050	+	0.66
2051	+	0.6675
2052	+	0.702
2053	+	0.7035
2054	+	0.6725
2055	+	0.6725
2056	+	0.672
2057	+	0.68
2058	+	0.6445
2059	+	0.6415
2060	+	0.6375
2061	+	0.6705
2062	+	0.6945
2063	+	0.721
2064	+	0.759
2065	+	0.7635
2066	+	0.763
2067	+	0.756
2068	+	0.75
2069	+	0.7385
2070	+	0.713
2071	+	0.684
2072	+	0.645
2073	+	0.62
2074	+	0.6295
2075	+	0.604
2076	+	0.59
2077	+	0.5815
2078	+	0.628
2079	+	0.633
2080	+	0.637
2081	+	0.641
2082	+	0.6205
2083	+	0.6315
2084	+	0.6075
2085	+	0.6165
2086	+	0.5905
2087	+	0.558
2088	+	0.5215
2089	+	0.497
2090	+	0.484
2091	+	0.473
2092	+	0.468
2093	+	0.4485
2094	+	0.4295
2095	+	0.41
2096	+	0.382
2097	+	0.3515
2098	+	0.3395
2099	+	0.2995
2100	+	0.291
2101	+	0.2865
2102	+	0.32
2103	+	0.319
2104	+	0.353
2105	+	0.3865
2106	+	0.3875
2107	+	0.399
2108	+	0.4035
2109	+	0.421
2110	+	0.453
2111	+	0.483
2112	+	0.4955
2113	+	0.513
2114	+	0.5485
2115	+	0.5855
2116	+	0.6205
2117	+	0.659
2118	+	0.653
2119	+	0.649
2120	+	0.6245
2121	+	0.6195
2122	+	0.6165
2123	+	0.615
2124	+	0.607
2125	+	0.5735
2126	+	0.5995
2127	+	0.6345
2128	+	0.674
2129	+	0.6945
2130	+	0.6965
2131	+	0.7065
2132	+	0.734
2133	+	0.7205
2134	+	0.681
2135	+	0.6495
2136	+	0.653
2137	+	0.651
2138	+	0.668
2139	+	0.7095
2140	+	0.704
2141	+	0.675
2142	+	0.634
2143	+	0.588
2144	+	0.548
2145	+	0.537
2146	+	0.537
2147	+	0.528
2148	+	0.529
2149	+	0.5355
2150	+	0.545
2151	+	0.546
2152	+	0.542
2153	+	0.581
2154	+	0.628
2155	+	0.6615
2156	+	0.658
2157	+	0.623
2158	+	0.6165
2159	+	0.602
2160	+	0.602
2161	+	0.625
2162	+	0.65
2163	+	0.6525
2164	+	0.678
2165	+	0.718
2166	+	0.72
2167	+	0.729
2168	+	0.733
2169	+	0.7325
2170	+	0.711
2171	+	0.6945
2172	+	0.683
2173	+	0.654
2174	+	0.622
2175	+	0.6115
2176	+	0.6045
2177	+	0.6325
2178	+	0.627
2179	+	0.643
2180	+	0.6825
2181	+	0.6985
2182	+	0.713
2183	+	0.748
2184	+	0.764
2185	+	0.763
2186	+	0.7645
2187	+	0.7575
2188	+	0.751
2189	+	0.745
2190	+	0.761
2191	+	0.7345
2192	+	0.708
2193	+	0.692
2194	+	0.6765
2195	+	0.684
2196	+	0.689
2197	+	0.6925
2198	+	0.696
2199	+	0.649
2200	+	0.599
2201	+	0.5875
2202	+	0.5815
2203	+	0.5815
2204	+	0.5775
2205	+	0.573
2206	+	0.566
2207	+	0.5735
2208	+	0.58
2209	+	0.567
2210	+	0.5525
2211	+	0.592
2212	+	0.6215
2213	+	0.6605
2214	+	0.67
2215	+	0.6395
2216	+	0.635
2217	+	0.631
2218	+	0.636
2219	+	0.679
2220	+	0.688
2221	+	0.659
2222	+	0.6685
2223	+	0.6775
2224	+	0.684
2225	+	0.695
2226	+	0.7075
2227	+	0.665
2228	+	0.6215
2229	+	0.5995
2230	+	0.577
2231	+	0.579
2232	+	0.596
2233	+	0.603
2234	+	0.64
2235	+	0.6745
2236	+	0.644
2237	+	0.6095
2238	+	0.5675
2239	+	0.5335
2240	+	0.572
2241	+	0.6115
2242	+	0.6105
2243	+	0.6135
2244	+	0.5835
2245	+	0.5495
2246	+	0.5195
2247	+	0.5315
2248	+	0.5615
2249	+	0.5895
2250	+	0.618
2251	+	0.576
2252	+	0.559
2253	+	0.5425
2254	+	0.528
2255	+	0.489
2256	+	0.489
2257	+	0.4925
2258	+	0.495
2259	+	0.4905
2260	+	0.4465
2261	+	0.4015
2262	+	0.394
2263	+	0.3845
2264	+	0.413
2265	+	0.442
2266	+	0.466
2267	+	0.4905
2268	+	0.4975
2269	+	0.5045
2270	+	0.513
2271	+	0.5125
2272	+	0.482
2273	+	0.4515
2274	+	0.421
2275	+	0.4625
2276	+	0.5055
2277	+	0.5485
2278	+	0.587
2279	+	0.622
2280	+	0.665
2281	+	0.7055
2282	+	0.7055
2283	+	0.7005
2284	+	0.669
2285	+	0.6415
2286	+	0.614
2287	+	0.584
2288	+	0.5555
2289	+	0.519
2290	+	0.4825
2291	+	0.485
2292	+	0.4835
2293	+	0.482
2294	+	0.4805
2295	+	0.451
2296	+	0.421
2297	+	0.392
2298	+	0.3695
2299	+	0.3495
2300	+	0.3245
2301	+	0.302
2302	+	0.2675
2303	+	0.2395
2304	+	0.27
2305	+	0.2965
2306	+	0.33
2307	+	0.3635
2308	+	0.397
2309	+	0.4275
2310	+	0.46
2311	+	0.465
2312	+	0.501
2313	+	0.542
2314	+	0.5605
2315	+	0.562
2316	+	0.557
2317	+	0.576
2318	+	0.5665
2319	+	0.5935
2320	+	0.6155
2321	+	0.6385
2322	+	0.6795
2323	+	0.7165
2324	+	0.719
2325	+	0.721
2326	+	0.7155
2327	+	0.668
2328	+	0.6205
2329	+	0.584
2330	+	0.5455
2331	+	0.5805
2332	+	0.5885
2333	+	0.597
2334	+	0.6285
2335	+	0.66
2336	+	0.691
2337	+	0.695
2338	+	0.7295
2339	+	0.7245
2340	+	0.694
2341	+	0.6625
2342	+	0.6295
2343	+	0.627
2344	+	0.6125
2345	+	0.5855
2346	+	0.5825
2347	+	0.6235
2348	+	0.6645
2349	+	0.6925
2350	+	0.723
2351	+	0.7115
2352	+	0.698
2353	+	0.669
2354	+	0.6355
2355	+	0.619
2356	+	0.6085
2357	+	0.586
2358	+	0.578
2359	+	0.5725
2360	+	0.598
2361	+	0.628
2362	+	0.6415
2363	+	0.642
2364	+	0.6545
2365	+	0.668
2366	+	0.6595
2367	+	0.6185
2368	+	0.5775
2369	+	0.5495
2370	+	0.5205
2371	+	0.4915
2372	+	0.4645
2373	+	0.4475
2374	+	0.4385
2375	+	0.4435
2376	+	0.4425
2377	+	0.4585
2378	+	0.461
2379	+	0.4415
2380	+	0.421
2381	+	0.3905
2382	+	0.3875
2383	+	0.3615
2384	+	0.338
2385	+	0.313
2386	+	0.286
2387	+	0.2935
2388	+	0.313
2389	+	0.3475
2390	+	0.3815
2391	+	0.4025
2392	+	0.4305
2393	+	0.46
2394	+	0.454
2395	+	0.4195
2396	+	0.4135
2397	+	0.4085
2398	+	0.408
2399	+	0.404
2400	+	0.4005
2401	+	0.389
2402	+	0.371
2403	+	0.3765
2404	+	0.382
2405	+	0.401
2406	+	0.444
2407	+	0.484
2408	+	0.492
2409	+	0.459
2410	+	0.425
2411	+	0.4255
2412	+	0.419
2413	+	0.411
2414	+	0.4575
2415	+	0.5015
2416	+	0.4995
2417	+	0.5165
2418	+	0.4995
2419	+	0.507
2420	+	0.497
2421	+	0.5105
2422	+	0.52
2423	+	0.501
2424	+	0.4765
2425	+	0.4515
2426	+	0.4275
2427	+	0.4065
2428	+	0.4145
2429	+	0.45
2430	+	0.4615
2431	+	0.449
2432	+	0.436
2433	+	0.418
2434	+	0.385
2435	+	0.357
2436	+	0.365
2437	+	0.3365
2438	+	0.3375
2439	+	0.3395
2440	+	0.3845
2441	+	0.4015
2442	+	0.43
2443	+	0.472
2444	+	0.517
2445	+	0.529
2446	+	0.5165
2447	+	0.502
2448	+	0.4845
2449	+	0.4655
2450	+	0.4755
2451	+	0.4945
2452	+	0.514
2453	+	0.5155
2454	+	0.5005
2455	+	0.4805
2456	+	0.475
2457	+	0.486
2458	+	0.4915
2459	+	0.4975
2460	+	0.4745
2461	+	0.443
2462	+	0.4
2463	+	0.355
2464	+	0.31
2465	+	0.3085
2466	+	0.3185
2467	+	0.355
2468	+	0.3865
2469	+	0.4075
2470	+	0.4335
2471	+	0.4425
2472	+	0.4215
2473	+	0.4245
2474	+	0.435
2475	+	0.481
2476	+	0.5
2477	+	0.508
2478	+	0.4995
2479	+	0.4875
2480	+	0.4725
2481	+	0.5115
2482	+	0.5525
2483	+	0.5945
2484	+	0.637
2485	+	0.67
2486	+	0.6965
2487	+	0.697
2488	+	0.6955
2489	+	0.663
2490	+	0.622
2491	+	0.5845
2492	+	0.577
2493	+	0.5665
2494	+	0.5985
2495	+	0.595
2496	+	0.592
2497	+	0.6025
2498	+	0.6285
2499	+	0.6565
2500	+	0.688
2501	+	0.689
2502	+	0.6515
2503	+	0.618
2504	+	0.584
2505	+	0.5605
2506	+	0.532
2507	+	0.516
2508	+	0.5025
2509	+	0.5185
2510	+	0.5175
2511	+	0.5365
2512	+	0.575
2513	+	0.616
2514	+	0.6105
2515	+	0.5955
2516	+	0.582
2517	+	0.5455
2518	+	0.5225
2519	+	0.501
2520	+	0.477
2521	+	0.456
2522	+	0.4645
2523	+	0.485
2524	+	0.5065
2525	+	0.517
2526	+	0.5465
2527	+	0.557
2528	+	0.566
2529	+	0.588
2530	+	0.597
2531	+	0.5765
2532	+	0.5365
2533	+	0.496
2534	+	0.4605
2535	+	0.433
2536	+	0.4035
2537	+	0.3915
2538	+	0.396
2539	+	0.4005
2540	+	0.4105
2541	+	0.4105
2542	+	0.416
2543	+	0.4045
2544	+	0.392
2545	+	0.379
2546	+	0.3295
2547	+	0.3035
2548	+	0.2775
2549	+	0.2505
2550	+	0.284
2551	+	0.332
2552	+	0.3635
2553	+	0.3625
2554	+	0.397
2555	+	0.446
2556	+	0.4955
2557	+	0.535
2558	+	0.551
2559	+	0.567
2560	+	0.58
2561	+	0.5615
2562	+	0.588
2563	+	0.615
2564	+	0.6455
2565	+	0.6745
2566	+	0.68
2567	+	0.6685
2568	+	0.6565
2569	+	0.642
2570	+	0.5975
2571	+	0.5925
2572	+	0.607
2573	+	0.654
2574	+	0.663
2575	+	0.6195
2576	+	0.6155
2577	+	0.622
2578	+	0.6235
2579	+	0.625
2580	+	0.6245
2581	+	0.674
2582	+	0.6795
2583	+	0.6485
2584	+	0.647
2585	+	0.6465
2586	+	0.686
2587	+	0.6975
2588	+	0.7235
2589	+	0.755
2590	+	0.7705
2591	+	0.7445
2592	+	0.716
2593	+	0.7005
2594	+	0.69
2595	+	0.7165
2596	+	0.716
2597	+	0.697
2598	+	0.6745
2599	+	0.6435
2600	+	0.6205
2601	+	0.593
2602	+	0.563
2603	+	0.5665
2604	+	0.567
2605	+	0.5665
2606	+	0.568
2607	+	0.597
2608	+	0.612
2609	+	0.5805
2610	+	0.562
2611	+	0.544
2612	+	0.5285
2613	+	0.5005
2614	+	0.4695
2615	+	0.44
2616	+	0.4415
2617	+	0.4585
2618	+	0.4775
2619	+	0.503
2620	+	0.5155
2621	+	0.495
2622	+	0.48
2623	+	0.4675
2624	+	0.425
2625	+	0.4075
2626	+	0.3885
2627	+	0.375
2628	+	0.3455
2629	+	0.38
2630	+	0.3855
2631	+	0.4345
2632	+	0.4735
2633	+	0.512
2634	+	0.5505
2635	+	0.59
2636	+	0.5445
2637	+	0.5015
2638	+	0.4595
2639	+	0.4195
2640	+	0.3895
2641	+	0.3885
2642	+	0.385
2643	+	0.4235
2644	+	0.462
2645	+	0.4825
2646	+	0.505
2647	+	0.522
2648	+	0.5125
2649	+	0.4985
2650	+	0.498
2651	+	0.4795
2652	+	0.4765
2653	+	0.483
2654	+	0.468
2655	+	0.461
2656	+	0.4965
2657	+	0.523
2658	+	0.5255
2659	+	0.5245
2660	+	0.5235
2661	+	0.5225
2662	+	0.5215
2663	+	0.513
2664	+	0.509
2665	+	0.4995
2666	+	0.453
2667	+	0.4525
2668	+	0.4945
2669	+	0.517
2670	+	0.547
2671	+	0.5235
2672	+	0.4925
2673	+	0.452
2674	+	0.4335
2675	+	0.406
2676	+	0.377
2677	+	0.3495
2678	+	0.346
2679	+	0.3835
2680	+	0.4245
2681	+	0.466
2682	+	0.5075
2683	+	0.4805
2684	+	0.4855
2685	+	0.4905
2686	+	0.531
2687	+	0.501
2688	+	0.4675
2689	+	0.4375
2690	+	0.4255
2691	+	0.442
2692	+	0.4335
2693	+	0.425
2694	+	0.4185
2695	+	0.413
2696	+	0.4385
2697	+	0.47
2698	+	0.5185
2699	+	0.528
2700	+	0.534
2701	+	0.5395
2702	+	0.548
2703	+	0.5905
2704	+	0.5905
2705	+	0.5925
2706	+	0.59
2707	+	0.612
2708	+	0.599
2709	+	0.5855
2710	+	0.6
2711	+	0.6155
2712	+	0.6605
2713	+	0.67
2714	+	0.6765
2715	+	0.6795
2716	+	0.652
2717	+	0.6675
2718	+	0.662
2719	+	0.658
2720	+	0.654
2721	+	0.65
2722	+	0.644
2723	+	0.641
2724	+	0.643
2725	+	0.637
2726	+	0.5955
2727	+	0.5655
2728	+	0.5745
2729	+	0.572
2730	+	0.581
2731	+	0.59
2732	+	0.5945
2733	+	0.635
2734	+	0.6635
2735	+	0.695
2736	+	0.6955
2737	+	0.6525
2738	+	0.6155
2739	+	0.5745
2740	+	0.552
2741	+	0.522
2742	+	0.5085
2743	+	0.504
2744	+	0.4965
2745	+	0.5005
2746	+	0.525
2747	+	0.5375
2748	+	0.5655
2749	+	0.6055
2750	+	0.597
2751	+	0.588
2752	+	0.5785
2753	+	0.534
2754	+	0.5415
2755	+	0.5445
2756	+	0.5785
2757	+	0.6205
2758	+	0.6605
2759	+	0.7055
2760	+	0.732
2761	+	0.766
2762	+	0.742
2763	+	0.705
2764	+	0.671
2765	+	0.6305
2766	+	0.6105
2767	+	0.5915
2768	+	0.557
2769	+	0.563
2770	+	0.5705
2771	+	0.58
2772	+	0.589
2773	+	0.6325
2774	+	0.6365
2775	+	0.645
2776	+	0.6455
2777	+	0.641
2778	+	0.633
2779	+	0.628
2780	+	0.6225
2781	+	0.615
2782	+	0.614
2783	+	0.6155
2784	+	0.6255
2785	+	0.626
2786	+	0.6325
2787	+	0.641
2788	+	0.6515
2789	+	0.6215
2790	+	0.589
2791	+	0.549
2792	+	0.509
2793	+	0.479
2794	+	0.4445
2795	+	0.4105
2796	+	0.3865
2797	+	0.362
2798	+	0.326
2799	+	0.325
2800	+	0.33
2801	+	0.3375
2802	+	0.376
2803	+	0.414
2804	+	0.4465
2805	+	0.4895
2806	+	0.4805
2807	+	0.4715
2808	+	0.4625
2809	+	0.453
2810	+	0.445
2811	+	0.4385
2812	+	0.4715
2813	+	0.5
2814	+	0.5335
2815	+	0.5665
2816	+	0.5995
2817	+	0.626
2818	+	0.673
2819	+	0.657
2820	+	0.6475
2821	+	0.64
2822	+	0.6335
2823	+	0.6235
2824	+	0.59
2825	+	0.579
2826	+	0.614
2827	+	0.6435
2828	+	0.6775
2829	+	0.7105
2830	+	0.7425
2831	+	0.744
2832	+	0.7395
2833	+	0.729
2834	+	0.7195
2835	+	0.7115
2836	+	0.703
2837	+	0.7035
2838	+	0.6985
2839	+	0.7205
2840	+	0.6885
2841	+	0.694
2842	+	0.7
2843	+	0.707
2844	+	0.6955
2845	+	0.661
2846	+	0.6275
2847	+	0.597
2848	+	0.5995
2849	+	0.6095
2850	+	0.6165
2851	+	0.6185
2852	+	0.587
2853	+	0.598
2854	+	0.602
2855	+	0.6115
2856	+	0.6185
2857	+	0.622
2858	+	0.6185
2859	+	0.609
2860	+	0.6535
2861	+	0.625
2862	+	0.6295
2863	+	0.6315
2864	+	0.6785
2865	+	0.7255
2866	+	0.765
2867	+	0.7965
2868	+	0.773
2869	+	0.749
2870	+	0.7285
2871	+	0.771
2872	+	0.8135
2873	+	0.8155
2874	+	0.8235
2875	+	0.8245
2876	+	0.8095
2877	+	0.792
2878	+	0.785
2879	+	0.788
2880	+	0.7785
2881	+	0.796
2882	+	0.7655
2883	+	0.739
2884	+	0.707
2885	+	0.671
2886	+	0.6365
2887	+	0.6095
2888	+	0.5895
2889	+	0.564
2890	+	0.5455
2891	+	0.508
2892	+	0.462
2893	+	0.4145
2894	+	0.3735
2895	+	0.333
2896	+	0.309
2897	+	0.281
2898	+	0.248
2899	+	0.221
2900	+	0.222
2901	+	0.2345
2902	+	0.2565
2903	+	0.28
2904	+	0.298
2905	+	0.3155
2906	+	0.342
2907	+	0.3735
2908	+	0.4105
2909	+	0.423
2910	+	0.4285
2911	+	0.4305
2912	+	0.4465
2913	+	0.46
2914	+	0.465
2915	+	0.4905
2916	+	0.5115
2917	+	0.5395
2918	+	0.553
2919	+	0.5635
2920	+	0.5395
2921	+	0.531
2922	+	0.5325
2923	+	0.5325
2924	+	0.5305
2925	+	0.5455
2926	+	0.5575
2927	+	0.5645
2928	+	0.5675
2929	+	0.5675
2930	+	0.5845
2931	+	0.608
2932	+	0.6045
2933	+	0.6055
2934	+	0.6085
2935	+	0.6205
2936	+	0.6375
2937	+	0.655
2938	+	0.6835
2939	+	0.702
2940	+	0.728
2941	+	0.733
2942	+	0.7275
2943	+	0.7245
2944	+	0.7365
2945	+	0.7035
2946	+	0.6685
2947	+	0.6645
2948	+	0.672
2949	+	0.707
2950	+	0.724
2951	+	0.73
2952	+	0.7645
2953	+	0.7545
2954	+	0.7445
2955	+	0.703
2956	+	0.66
2957	+	0.6585
2958	+	0.662
2959	+	0.665
2960	+	0.6655
2961	+	0.665
2962	+	0.671
2963	+	0.6785
2964	+	0.6795
2965	+	0.7135
2966	+	0.7475
2967	+	0.751
2968	+	0.7495
2969	+	0.741
2970	+	0.725
2971	+	0.7195
2972	+	0.7135
2973	+	0.7165
2974	+	0.7455
2975	+	0.7765
2976	+	0.805
2977	+	0.8025
2978	+	0.7945
2979	+	0.7735
2980	+	0.7605
2981	+	0.7615
2982	+	0.7615
2983	+	0.765
2984	+	0.748
2985	+	0.7455
2986	+	0.747
2987	+	0.729
2988	+	0.699
2989	+	0.679
2990	+	0.6655
2991	+	0.6385
2992	+	0.612
2993	+	0.6245
2994	+	0.6145
2995	+	0.6055
2996	+	0.614
2997	+	0.6015
2998	+	0.6005
2999	+	0.6135
3000	+	0.6235
3001	+	0.6185
3002	+	0.6
3003	+	0.553
3004	+	0.526
3005	+	0.4835
3006	+	0.441
3007	+	0.418
3008	+	0.404
