start	strand	offtarget_rate	offtargets
429	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
430	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
431	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
432	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
433	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
434	+	0.0645161290322581	SARS,p_jirovecii
435	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
436	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
437	+	0.0645161290322581	SARS,p_jirovecii
438	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
439	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
440	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
441	+	0.193548387096774	SARS,adenovirus,s_pyogenes,p_jirovecii,c_albicans,s_salivarius
442	+	0.193548387096774	SARS,adenovirus,s_pyogenes,p_jirovecii,c_albicans,s_salivarius
443	+	0.225806451612903	SARS,MERS,adenovirus,s_pyogenes,p_jirovecii,c_albicans,s_salivarius
444	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
445	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
446	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
447	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
448	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
449	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
450	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
451	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
452	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
453	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
454	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
455	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
456	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
457	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
458	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
459	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
460	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
461	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
462	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
463	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
464	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
465	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
466	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
467	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
468	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
469	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
470	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
471	+	0.161290322580645	SARS,adenovirus,l_pneumophila,p_jirovecii,c_albicans
472	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
473	+	0.161290322580645	SARS,adenovirus,l_pneumophila,p_jirovecii,c_albicans
474	+	0.161290322580645	SARS,adenovirus,l_pneumophila,p_jirovecii,c_albicans
475	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
476	+	0.0645161290322581	adenovirus,c_albicans
477	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
478	+	0	
479	+	0	
480	+	0.0645161290322581	adenovirus,c_albicans
481	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
482	+	0	
483	+	0.0645161290322581	adenovirus,c_albicans
484	+	0.0645161290322581	adenovirus,c_albicans
485	+	0	
486	+	0.0645161290322581	adenovirus,c_albicans
487	+	0.0645161290322581	adenovirus,c_albicans
488	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
489	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
490	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
491	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
492	+	0.0645161290322581	adenovirus,c_albicans
493	+	0.0645161290322581	adenovirus,c_albicans
494	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
495	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
496	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
497	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
498	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
499	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
500	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
501	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
502	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
503	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
504	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
505	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
506	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
507	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
508	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
509	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
510	+	0.0645161290322581	adenovirus,c_albicans
511	+	0.0645161290322581	adenovirus,c_albicans
512	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
513	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
514	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
515	+	0.0645161290322581	adenovirus,c_albicans
516	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
517	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
518	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
519	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
520	+	0.0967741935483871	SARS,adenovirus,c_albicans
521	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
522	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
523	+	0.0967741935483871	SARS,adenovirus,c_albicans
524	+	0.0967741935483871	SARS,adenovirus,c_albicans
525	+	0.0967741935483871	SARS,adenovirus,c_albicans
526	+	0.0967741935483871	SARS,adenovirus,c_albicans
527	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
528	+	0.0967741935483871	SARS,adenovirus,c_albicans
529	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
530	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
531	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
532	+	0.0967741935483871	SARS,influenza_A,p_jirovecii
533	+	0.161290322580645	SARS,influenza_A,adenovirus,p_jirovecii,c_albicans
534	+	0.0645161290322581	SARS,p_jirovecii
535	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
536	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
537	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
538	+	0.0645161290322581	SARS,p_jirovecii
539	+	0.032258064516129	SARS
540	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
541	+	0.0645161290322581	SARS,p_jirovecii
542	+	0.0645161290322581	SARS,p_jirovecii
543	+	0.032258064516129	SARS
544	+	0.032258064516129	SARS
545	+	0.032258064516129	SARS
546	+	0.032258064516129	SARS
547	+	0.032258064516129	SARS
548	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
549	+	0.0967741935483871	SARS,adenovirus,c_albicans
550	+	0.0967741935483871	SARS,adenovirus,c_albicans
551	+	0.0967741935483871	SARS,adenovirus,c_albicans
552	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
553	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
554	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
555	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
556	+	0.0967741935483871	SARS,adenovirus,c_albicans
557	+	0.0967741935483871	SARS,adenovirus,c_albicans
558	+	0.032258064516129	p_jirovecii
559	+	0.129032258064516	huCoV_OC43,adenovirus,p_jirovecii,c_albicans
560	+	0.0645161290322581	adenovirus,c_albicans
561	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
562	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
563	+	0.0645161290322581	adenovirus,c_albicans
564	+	0.0645161290322581	adenovirus,c_albicans
565	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
566	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
567	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
568	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
569	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
570	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
571	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
572	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
573	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
574	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
575	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
576	+	0.0645161290322581	adenovirus,c_albicans
577	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
578	+	0.0645161290322581	adenovirus,c_albicans
579	+	0.032258064516129	p_jirovecii
580	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
581	+	0.0967741935483871	SARS,adenovirus,c_albicans
582	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
583	+	0.0645161290322581	SARS,p_jirovecii
584	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
585	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
586	+	0.0645161290322581	SARS,p_jirovecii
587	+	0.0645161290322581	SARS,p_jirovecii
588	+	0.0645161290322581	SARS,p_jirovecii
589	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
590	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
591	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
592	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
593	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
594	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
595	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
596	+	0.0967741935483871	SARS,adenovirus,c_albicans
597	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
598	+	0.0645161290322581	adenovirus,c_albicans
599	+	0.0645161290322581	adenovirus,c_albicans
600	+	0.0645161290322581	adenovirus,c_albicans
601	+	0.0645161290322581	influenza_B,p_jirovecii
602	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
603	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
604	+	0.0645161290322581	adenovirus,c_albicans
605	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
606	+	0.0645161290322581	adenovirus,c_albicans
607	+	0.0645161290322581	adenovirus,c_albicans
608	+	0.0967741935483871	SARS,adenovirus,c_albicans
609	+	0.0967741935483871	SARS,adenovirus,c_albicans
610	+	0.0967741935483871	SARS,adenovirus,c_albicans
611	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
612	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
613	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
614	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
615	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
616	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
617	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
618	+	0.0967741935483871	SARS,adenovirus,c_albicans
619	+	0.0645161290322581	SARS,p_jirovecii
620	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
621	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
622	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
623	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
624	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
625	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
626	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
627	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
628	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
629	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
630	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
631	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
632	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
633	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
634	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
635	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
636	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
637	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
638	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
639	+	0.129032258064516	SARS,huCoV_OC43,adenovirus,c_albicans
640	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
641	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
642	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
643	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
644	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
645	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
646	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
647	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
648	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
649	+	0.0967741935483871	SARS,adenovirus,c_albicans
650	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
651	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
652	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
653	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
654	+	0.0967741935483871	SARS,adenovirus,c_albicans
655	+	0.0967741935483871	SARS,adenovirus,c_albicans
656	+	0.0967741935483871	SARS,adenovirus,c_albicans
657	+	0.0967741935483871	SARS,adenovirus,c_albicans
658	+	0	
659	+	0	
660	+	0	
661	+	0	
662	+	0	
663	+	0	
664	+	0	
665	+	0.032258064516129	SARS
666	+	0.0967741935483871	SARS,adenovirus,c_albicans
667	+	0.0967741935483871	SARS,adenovirus,c_albicans
668	+	0.0967741935483871	SARS,adenovirus,c_albicans
669	+	0.032258064516129	SARS
670	+	0.032258064516129	SARS
671	+	0.032258064516129	SARS
672	+	0.0967741935483871	SARS,adenovirus,c_albicans
673	+	0.0967741935483871	SARS,adenovirus,c_albicans
674	+	0.0645161290322581	SARS,p_jirovecii
675	+	0.0645161290322581	SARS,p_jirovecii
676	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
677	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
678	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
679	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
680	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
681	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
682	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
683	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
684	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
685	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
686	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
687	+	0.0967741935483871	SARS,adenovirus,c_albicans
688	+	0.0967741935483871	SARS,adenovirus,c_albicans
689	+	0.0967741935483871	SARS,adenovirus,c_albicans
690	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
691	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
692	+	0.0967741935483871	SARS,adenovirus,c_albicans
693	+	0.0967741935483871	SARS,adenovirus,c_albicans
694	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
695	+	0.032258064516129	SARS
696	+	0.0645161290322581	SARS,p_jirovecii
697	+	0.0645161290322581	SARS,p_jirovecii
698	+	0.0645161290322581	SARS,p_jirovecii
699	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
700	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
701	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
702	+	0.0967741935483871	SARS,adenovirus,c_albicans
703	+	0.032258064516129	SARS
704	+	0.0645161290322581	SARS,p_jirovecii
705	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
706	+	0.129032258064516	SARS,MERS,adenovirus,c_albicans
707	+	0.161290322580645	huCoV_229E,SARS,MERS,adenovirus,c_albicans
708	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
709	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
710	+	0.193548387096774	SARS,MERS,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
711	+	0.193548387096774	SARS,huCoV_NL63,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
712	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
713	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
714	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
715	+	0.193548387096774	SARS,huCoV_NL63,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
716	+	0.193548387096774	SARS,huCoV_NL63,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
717	+	0.193548387096774	huCoV_229E,SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
718	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
719	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
720	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
721	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
722	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
723	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
724	+	0.129032258064516	huCoV_NL63,adenovirus,p_jirovecii,c_albicans
725	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
726	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
727	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
728	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
729	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
730	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
731	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
732	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
733	+	0.193548387096774	SARS,adenovirus,s_pneumoniae,s_pyogenes,p_jirovecii,c_albicans
734	+	0.258064516129032	SARS,parainfluenza_2,adenovirus,s_pneumoniae,s_pyogenes,b_pertussis,p_jirovecii,c_albicans
735	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
736	+	0.225806451612903	SARS,parainfluenza_2,adenovirus,s_pneumoniae,s_pyogenes,p_jirovecii,c_albicans
737	+	0.225806451612903	SARS,parainfluenza_2,adenovirus,s_pneumoniae,s_pyogenes,p_jirovecii,c_albicans
738	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
739	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
740	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
741	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
742	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
743	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
744	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
745	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
746	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
747	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
748	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
749	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
750	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
751	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
752	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
753	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
754	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
755	+	0.129032258064516	huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
756	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
757	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
758	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
759	+	0.0967741935483871	huCoV_NL63,adenovirus,c_albicans
760	+	0.0967741935483871	huCoV_NL63,adenovirus,c_albicans
761	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
762	+	0.0967741935483871	SARS,adenovirus,c_albicans
763	+	0.0967741935483871	SARS,adenovirus,c_albicans
764	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
765	+	0.0967741935483871	SARS,adenovirus,c_albicans
766	+	0.0967741935483871	SARS,adenovirus,c_albicans
767	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
768	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
769	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
770	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
771	+	0.032258064516129	p_jirovecii
772	+	0.0645161290322581	adenovirus,c_albicans
773	+	0.0967741935483871	SARS,adenovirus,c_albicans
774	+	0.032258064516129	SARS
775	+	0.032258064516129	SARS
776	+	0.0645161290322581	SARS,p_jirovecii
777	+	0.032258064516129	SARS
778	+	0.0967741935483871	SARS,adenovirus,c_albicans
779	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
780	+	0.129032258064516	SARS,huCoV_NL63,adenovirus,c_albicans
781	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
782	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
783	+	0.0645161290322581	SARS,p_jirovecii
784	+	0.0645161290322581	SARS,p_jirovecii
785	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
786	+	0.032258064516129	p_jirovecii
787	+	0.032258064516129	SARS
788	+	0.032258064516129	SARS
789	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
